well_id,field,DEPTH,PZ,PS,GK,NGK
Well_45,Berezovskoe,1274.5,,,,
Well_45,Berezovskoe,1274.6,,,,
Well_45,Berezovskoe,1274.7,,,,
Well_45,Berezovskoe,1274.8,,,,
Well_45,Berezovskoe,1274.9,,,,
Well_45,Berezovskoe,1275.0,,,,
Well_45,Berezovskoe,1275.1,,,,
Well_45,Berezovskoe,1275.2,,,,
Well_45,Berezovskoe,1275.3,,,,
Well_45,Berezovskoe,1275.4,,,,
Well_45,Berezovskoe,1275.5,,,,
Well_45,Berezovskoe,1275.6,,,,
Well_45,Berezovskoe,1275.7,,,,
Well_45,Berezovskoe,1275.8,,,,
Well_45,Berezovskoe,1275.9,,,,
Well_45,Berezovskoe,1276.0,,,,
Well_45,Berezovskoe,1276.1,,,,
Well_45,Berezovskoe,1276.2,,,,
Well_45,Berezovskoe,1276.3,,,,
Well_45,Berezovskoe,1276.4,,,,
Well_45,Berezovskoe,1276.5,,,,
Well_45,Berezovskoe,1276.6,,,,
Well_45,Berezovskoe,1276.7,,,,
Well_45,Berezovskoe,1276.8,,,,
Well_45,Berezovskoe,1276.9,,,,
Well_45,Berezovskoe,1277.0,,,,
Well_45,Berezovskoe,1277.1,,,,
Well_45,Berezovskoe,1277.2,,,,
Well_45,Berezovskoe,1277.3,,,,
Well_45,Berezovskoe,1277.4,,,,
Well_45,Berezovskoe,1277.5,,,,
Well_45,Berezovskoe,1277.6,,,,
Well_45,Berezovskoe,1277.7,,,,
Well_45,Berezovskoe,1277.8,,,,
Well_45,Berezovskoe,1277.9,,,,
Well_45,Berezovskoe,1278.0,,,,
Well_45,Berezovskoe,1278.1,,,,
Well_45,Berezovskoe,1278.2,,,,
Well_45,Berezovskoe,1278.3,,,,
Well_45,Berezovskoe,1278.4,,,,
Well_45,Berezovskoe,1278.5,,,,
Well_45,Berezovskoe,1278.6,,,,
Well_45,Berezovskoe,1278.7,,,,
Well_45,Berezovskoe,1278.8,,,,
Well_45,Berezovskoe,1278.9,,,,
Well_45,Berezovskoe,1279.0,,,,
Well_45,Berezovskoe,1279.1,,,,
Well_45,Berezovskoe,1279.2,,,,
Well_45,Berezovskoe,1279.3,,,,
Well_45,Berezovskoe,1279.4,,,,
Well_45,Berezovskoe,1279.5,,,,
Well_45,Berezovskoe,1279.6,,,,
Well_45,Berezovskoe,1279.7,,,,
Well_45,Berezovskoe,1279.8,,,,
Well_45,Berezovskoe,1279.9,,,,
Well_45,Berezovskoe,1280.0,,,,
Well_45,Berezovskoe,1280.1,,,,
Well_45,Berezovskoe,1280.2,,,,
Well_45,Berezovskoe,1280.3,,,,
Well_45,Berezovskoe,1280.4,,,,
Well_45,Berezovskoe,1280.5,,,,
Well_45,Berezovskoe,1280.6,,,,
Well_45,Berezovskoe,1280.7,,,,
Well_45,Berezovskoe,1280.8,,,,
Well_45,Berezovskoe,1280.9,,,,
Well_45,Berezovskoe,1281.0,,,,
Well_45,Berezovskoe,1281.1,,,,
Well_45,Berezovskoe,1281.2,,,,
Well_45,Berezovskoe,1281.3,,,,
Well_45,Berezovskoe,1281.4,,,,
Well_45,Berezovskoe,1281.5,,,,
Well_45,Berezovskoe,1281.6,,,,
Well_45,Berezovskoe,1281.7,,,,
Well_45,Berezovskoe,1281.8,,,,
Well_45,Berezovskoe,1281.9,,,,
Well_45,Berezovskoe,1282.0,,,,
Well_45,Berezovskoe,1282.1,,,,
Well_45,Berezovskoe,1282.2,,,,
Well_45,Berezovskoe,1282.3,,,,
Well_45,Berezovskoe,1282.4,,,,
Well_45,Berezovskoe,1282.5,,,,
Well_45,Berezovskoe,1282.6,,,,
Well_45,Berezovskoe,1282.7,,,,
Well_45,Berezovskoe,1282.8,,,,
Well_45,Berezovskoe,1282.9,,,,
Well_45,Berezovskoe,1283.0,,,,
Well_45,Berezovskoe,1283.1,,,,
Well_45,Berezovskoe,1283.2,,,,
Well_45,Berezovskoe,1283.3,,,,
Well_45,Berezovskoe,1283.4,,,,
Well_45,Berezovskoe,1283.5,,,,
Well_45,Berezovskoe,1283.6,,,,
Well_45,Berezovskoe,1283.7,,,,
Well_45,Berezovskoe,1283.8,,,,
Well_45,Berezovskoe,1283.9,,,,
Well_45,Berezovskoe,1284.0,,,,
Well_45,Berezovskoe,1284.1,,,,
Well_45,Berezovskoe,1284.2,,,,
Well_45,Berezovskoe,1284.3,,,,
Well_45,Berezovskoe,1284.4,,,,
Well_45,Berezovskoe,1284.5,,,,
Well_45,Berezovskoe,1284.6,,,,
Well_45,Berezovskoe,1284.7,,,,
Well_45,Berezovskoe,1284.8,,,,
Well_45,Berezovskoe,1284.9,,,,
Well_45,Berezovskoe,1285.0,,,,
Well_45,Berezovskoe,1285.1,,,,
Well_45,Berezovskoe,1285.2,,,,
Well_45,Berezovskoe,1285.3,,,,
Well_45,Berezovskoe,1285.4,,,,
Well_45,Berezovskoe,1285.5,,,,
Well_45,Berezovskoe,1285.6,,,,
Well_45,Berezovskoe,1285.7,,,,
Well_45,Berezovskoe,1285.8,,,,
Well_45,Berezovskoe,1285.9,,,,
Well_45,Berezovskoe,1286.0,,,,
Well_45,Berezovskoe,1286.1,,,,
Well_45,Berezovskoe,1286.2,,,,
Well_45,Berezovskoe,1286.3,,,,
Well_45,Berezovskoe,1286.4,,,,
Well_45,Berezovskoe,1286.5,,,,
Well_45,Berezovskoe,1286.6,,,,
Well_45,Berezovskoe,1286.7,,,,
Well_45,Berezovskoe,1286.8,,,,
Well_45,Berezovskoe,1286.9,,,,
Well_45,Berezovskoe,1287.0,,,,
Well_45,Berezovskoe,1287.1,,,,
Well_45,Berezovskoe,1287.2,,,,
Well_45,Berezovskoe,1287.3,,,,
Well_45,Berezovskoe,1287.4,,,,
Well_45,Berezovskoe,1287.5,,,,
Well_45,Berezovskoe,1287.6,,,,
Well_45,Berezovskoe,1287.7,,,,
Well_45,Berezovskoe,1287.8,,,,
Well_45,Berezovskoe,1287.9,,,,
Well_45,Berezovskoe,1288.0,,,,
Well_45,Berezovskoe,1288.1,,,,
Well_45,Berezovskoe,1288.2,,,,
Well_45,Berezovskoe,1288.3,,,,
Well_45,Berezovskoe,1288.4,,,,
Well_45,Berezovskoe,1288.5,,,,
Well_45,Berezovskoe,1288.6,,,,
Well_45,Berezovskoe,1288.7,,,,
Well_45,Berezovskoe,1288.8,,,,
Well_45,Berezovskoe,1288.9,,,,
Well_45,Berezovskoe,1289.0,,,,
Well_45,Berezovskoe,1289.1,,,,
Well_45,Berezovskoe,1289.2,,,,
Well_45,Berezovskoe,1289.3,,,,
Well_45,Berezovskoe,1289.4,,,,
Well_45,Berezovskoe,1289.5,,,,
Well_45,Berezovskoe,1289.6,,,,
Well_45,Berezovskoe,1289.7,,,,
Well_45,Berezovskoe,1289.8,,,,
Well_45,Berezovskoe,1289.9,,,,
Well_45,Berezovskoe,1290.0,,,,
Well_45,Berezovskoe,1290.1,,,,
Well_45,Berezovskoe,1290.2,,,,
Well_45,Berezovskoe,1290.3,,,,
Well_45,Berezovskoe,1290.4,,,,
Well_45,Berezovskoe,1290.5,,,,
Well_45,Berezovskoe,1290.6,,,,
Well_45,Berezovskoe,1290.7,,,,
Well_45,Berezovskoe,1290.8,,,,
Well_45,Berezovskoe,1290.9,,,,
Well_45,Berezovskoe,1291.0,,,,
Well_45,Berezovskoe,1291.1,,,,
Well_45,Berezovskoe,1291.2,,,,
Well_45,Berezovskoe,1291.3,,,,
Well_45,Berezovskoe,1291.4,,,,
Well_45,Berezovskoe,1291.5,,,,
Well_45,Berezovskoe,1291.6,,,,
Well_45,Berezovskoe,1291.7,,,,
Well_45,Berezovskoe,1291.8,,,,
Well_45,Berezovskoe,1291.9,,,,
Well_45,Berezovskoe,1292.0,,,,
Well_45,Berezovskoe,1292.1,,,,
Well_45,Berezovskoe,1292.2,,,,
Well_45,Berezovskoe,1292.3,,,,
Well_45,Berezovskoe,1292.4,,,,
Well_45,Berezovskoe,1292.5,,,,
Well_45,Berezovskoe,1292.6,,,,
Well_45,Berezovskoe,1292.7,,,,
Well_45,Berezovskoe,1292.8,,,,
Well_45,Berezovskoe,1292.9,,,,
Well_45,Berezovskoe,1293.0,,,,
Well_45,Berezovskoe,1293.1,,,,
Well_45,Berezovskoe,1293.2,,,,
Well_45,Berezovskoe,1293.3,,,,
Well_45,Berezovskoe,1293.4,,,,
Well_45,Berezovskoe,1293.5,,,,
Well_45,Berezovskoe,1293.6,,,,
Well_45,Berezovskoe,1293.7,,,,
Well_45,Berezovskoe,1293.8,,,,
Well_45,Berezovskoe,1293.9,,,,
Well_45,Berezovskoe,1294.0,,,,
Well_45,Berezovskoe,1294.1,,,,
Well_45,Berezovskoe,1294.2,,,,
Well_45,Berezovskoe,1294.3,,,,
Well_45,Berezovskoe,1294.4,,,,
Well_45,Berezovskoe,1294.5,,,,
Well_45,Berezovskoe,1294.6,,,,
Well_45,Berezovskoe,1294.7,,,,
Well_45,Berezovskoe,1294.8,,,,
Well_45,Berezovskoe,1294.9,,,,
Well_45,Berezovskoe,1295.0,,,,
Well_45,Berezovskoe,1295.1,,,,
Well_45,Berezovskoe,1295.2,,,,
Well_45,Berezovskoe,1295.3,,,,
Well_45,Berezovskoe,1295.4,,,,
Well_45,Berezovskoe,1295.5,,,,
Well_45,Berezovskoe,1295.6,,,,
Well_45,Berezovskoe,1295.7,,,,
Well_45,Berezovskoe,1295.8,,,,
Well_45,Berezovskoe,1295.9,,,,
Well_45,Berezovskoe,1296.0,,,,
Well_45,Berezovskoe,1296.1,,,,
Well_45,Berezovskoe,1296.2,,,,
Well_45,Berezovskoe,1296.3,,,,
Well_45,Berezovskoe,1296.4,,,,
Well_45,Berezovskoe,1296.5,,,,
Well_45,Berezovskoe,1296.6,,,,
Well_45,Berezovskoe,1296.7,,,,
Well_45,Berezovskoe,1296.8,,,,
Well_45,Berezovskoe,1296.9,,,,
Well_45,Berezovskoe,1297.0,,,,
Well_45,Berezovskoe,1297.1,,,,
Well_45,Berezovskoe,1297.2,,,,
Well_45,Berezovskoe,1297.3,,,,
Well_45,Berezovskoe,1297.4,,,,
Well_45,Berezovskoe,1297.5,,,,
Well_45,Berezovskoe,1297.6,,,,
Well_45,Berezovskoe,1297.7,,,,
Well_45,Berezovskoe,1297.8,,,,
Well_45,Berezovskoe,1297.9,,,,
Well_45,Berezovskoe,1298.0,,,,
Well_45,Berezovskoe,1298.1,,,,
Well_45,Berezovskoe,1298.2,,,,
Well_45,Berezovskoe,1298.3,,,,
Well_45,Berezovskoe,1298.4,,,,
Well_45,Berezovskoe,1298.5,,,,
Well_45,Berezovskoe,1298.6,,,,
Well_45,Berezovskoe,1298.7,,,,
Well_45,Berezovskoe,1298.8,,,,
Well_45,Berezovskoe,1298.9,,,,
Well_45,Berezovskoe,1299.0,,,,
Well_45,Berezovskoe,1299.1,,,,
Well_45,Berezovskoe,1299.2,,,,
Well_45,Berezovskoe,1299.3,,,,
Well_45,Berezovskoe,1299.4,,,,
Well_45,Berezovskoe,1299.5,,,,
Well_45,Berezovskoe,1299.6,,,,
Well_45,Berezovskoe,1299.7,,,,
Well_45,Berezovskoe,1299.8,,,,
Well_45,Berezovskoe,1299.9,,,,
Well_45,Berezovskoe,1300.0,,,,
Well_45,Berezovskoe,1300.1,,,,
Well_45,Berezovskoe,1300.2,,,,
Well_45,Berezovskoe,1300.3,,,,
Well_45,Berezovskoe,1300.4,,,,
Well_45,Berezovskoe,1300.5,,,,
Well_45,Berezovskoe,1300.6,,,,
Well_45,Berezovskoe,1300.7,,,,
Well_45,Berezovskoe,1300.8,,,,
Well_45,Berezovskoe,1300.9,,,,
Well_45,Berezovskoe,1301.0,,,,
Well_45,Berezovskoe,1301.1,,,,
Well_45,Berezovskoe,1301.2,,,,
Well_45,Berezovskoe,1301.3,,,,
Well_45,Berezovskoe,1301.4,,,,
Well_45,Berezovskoe,1301.5,,,,
Well_45,Berezovskoe,1301.6,,,,
Well_45,Berezovskoe,1301.7,,,,
Well_45,Berezovskoe,1301.8,,,,
Well_45,Berezovskoe,1301.9,,,,
Well_45,Berezovskoe,1302.0,,,,
Well_45,Berezovskoe,1302.1,,,,
Well_45,Berezovskoe,1302.2,,,,
Well_45,Berezovskoe,1302.3,,,,
Well_45,Berezovskoe,1302.4,,,,
Well_45,Berezovskoe,1302.5,,,,
Well_45,Berezovskoe,1302.6,,,,
Well_45,Berezovskoe,1302.7,,,,
Well_45,Berezovskoe,1302.8,,,,
Well_45,Berezovskoe,1302.9,,,,
Well_45,Berezovskoe,1303.0,,,,
Well_45,Berezovskoe,1303.1,,,,
Well_45,Berezovskoe,1303.2,,,,
Well_45,Berezovskoe,1303.3,,,,
Well_45,Berezovskoe,1303.4,,,,
Well_45,Berezovskoe,1303.5,,,,
Well_45,Berezovskoe,1303.6,,,,
Well_45,Berezovskoe,1303.7,,,,
Well_45,Berezovskoe,1303.8,,,,
Well_45,Berezovskoe,1303.9,,,,
Well_45,Berezovskoe,1304.0,,,,
Well_45,Berezovskoe,1304.1,,,,
Well_45,Berezovskoe,1304.2,,,,
Well_45,Berezovskoe,1304.3,,,,
Well_45,Berezovskoe,1304.4,,,,
Well_45,Berezovskoe,1304.5,,,,
Well_45,Berezovskoe,1304.6,,,,
Well_45,Berezovskoe,1304.7,,,,
Well_45,Berezovskoe,1304.8,,,,
Well_45,Berezovskoe,1304.9,,,,
Well_45,Berezovskoe,1305.0,,,,
Well_45,Berezovskoe,1305.1,,,,
Well_45,Berezovskoe,1305.2,,,,
Well_45,Berezovskoe,1305.3,,,,
Well_45,Berezovskoe,1305.4,,,,
Well_45,Berezovskoe,1305.5,,,,
Well_45,Berezovskoe,1305.6,,,,
Well_45,Berezovskoe,1305.7,,,,
Well_45,Berezovskoe,1305.8,,,,
Well_45,Berezovskoe,1305.9,,,,
Well_45,Berezovskoe,1306.0,,,,
Well_45,Berezovskoe,1306.1,,,,
Well_45,Berezovskoe,1306.2,,,,
Well_45,Berezovskoe,1306.3,,,,
Well_45,Berezovskoe,1306.4,,,,
Well_45,Berezovskoe,1306.5,,,,
Well_45,Berezovskoe,1306.6,,,,
Well_45,Berezovskoe,1306.7,,,,
Well_45,Berezovskoe,1306.8,,,,
Well_45,Berezovskoe,1306.9,,,,
Well_45,Berezovskoe,1307.0,,,,
Well_45,Berezovskoe,1307.1,,,,
Well_45,Berezovskoe,1307.2,,,,
Well_45,Berezovskoe,1307.3,,,,
Well_45,Berezovskoe,1307.4,,,,
Well_45,Berezovskoe,1307.5,,,,
Well_45,Berezovskoe,1307.6,,,,
Well_45,Berezovskoe,1307.7,,,,
Well_45,Berezovskoe,1307.8,,,,
Well_45,Berezovskoe,1307.9,,,,
Well_45,Berezovskoe,1308.0,,,,
Well_45,Berezovskoe,1308.1,,,,
Well_45,Berezovskoe,1308.2,,,,
Well_45,Berezovskoe,1308.3,,,,
Well_45,Berezovskoe,1308.4,,,,
Well_45,Berezovskoe,1308.5,,,,
Well_45,Berezovskoe,1308.6,,,,
Well_45,Berezovskoe,1308.7,,,,
Well_45,Berezovskoe,1308.8,,,,
Well_45,Berezovskoe,1308.9,,,,
Well_45,Berezovskoe,1309.0,,,,
Well_45,Berezovskoe,1309.1,,,,
Well_45,Berezovskoe,1309.2,,,,
Well_45,Berezovskoe,1309.3,,,,
Well_45,Berezovskoe,1309.4,,,,
Well_45,Berezovskoe,1309.5,,,,
Well_45,Berezovskoe,1309.6,,,,
Well_45,Berezovskoe,1309.7,,,,
Well_45,Berezovskoe,1309.8,,,,
Well_45,Berezovskoe,1309.9,,,,
Well_45,Berezovskoe,1310.0,,,,
Well_45,Berezovskoe,1310.1,,,,
Well_45,Berezovskoe,1310.2,,,,
Well_45,Berezovskoe,1310.3,,,,
Well_45,Berezovskoe,1310.4,,,,
Well_45,Berezovskoe,1310.5,,,,
Well_45,Berezovskoe,1310.6,,,,
Well_45,Berezovskoe,1310.7,,,,
Well_45,Berezovskoe,1310.8,,,,
Well_45,Berezovskoe,1310.9,,,,
Well_45,Berezovskoe,1311.0,,,,
Well_45,Berezovskoe,1311.1,,,,
Well_45,Berezovskoe,1311.2,,,,
Well_45,Berezovskoe,1311.3,,,,
Well_45,Berezovskoe,1311.4,,,,
Well_45,Berezovskoe,1311.5,,,,
Well_45,Berezovskoe,1311.6,,,,
Well_45,Berezovskoe,1311.7,,,,
Well_45,Berezovskoe,1311.8,,,,
Well_45,Berezovskoe,1311.9,,,,
Well_45,Berezovskoe,1312.0,,,,
Well_45,Berezovskoe,1312.1,,,,
Well_45,Berezovskoe,1312.2,,,,
Well_45,Berezovskoe,1312.3,,,,
Well_45,Berezovskoe,1312.4,,,,
Well_45,Berezovskoe,1312.5,,,,
Well_45,Berezovskoe,1312.6,,,,
Well_45,Berezovskoe,1312.7,,,,
Well_45,Berezovskoe,1312.8,,,,
Well_45,Berezovskoe,1312.9,,,,
Well_45,Berezovskoe,1313.0,,,,
Well_45,Berezovskoe,1313.1,,,,
Well_45,Berezovskoe,1313.2,,,,
Well_45,Berezovskoe,1313.3,,,,
Well_45,Berezovskoe,1313.4,,,,
Well_45,Berezovskoe,1313.5,,,,
Well_45,Berezovskoe,1313.6,,,,
Well_45,Berezovskoe,1313.7,,,,
Well_45,Berezovskoe,1313.8,,,,
Well_45,Berezovskoe,1313.9,,,,
Well_45,Berezovskoe,1314.0,,,,
Well_45,Berezovskoe,1314.1,,,,
Well_45,Berezovskoe,1314.2,,,,
Well_45,Berezovskoe,1314.3,,,,
Well_45,Berezovskoe,1314.4,,,,
Well_45,Berezovskoe,1314.5,,,,
Well_45,Berezovskoe,1314.6,,,,
Well_45,Berezovskoe,1314.7,,,,
Well_45,Berezovskoe,1314.8,,,,
Well_45,Berezovskoe,1314.9,,,,
Well_45,Berezovskoe,1315.0,,,,
Well_45,Berezovskoe,1315.1,,,,
Well_45,Berezovskoe,1315.2,,,,
Well_45,Berezovskoe,1315.3,,,,
Well_45,Berezovskoe,1315.4,,,,
Well_45,Berezovskoe,1315.5,,,,
Well_45,Berezovskoe,1315.6,,,,
Well_45,Berezovskoe,1315.7,,,,
Well_45,Berezovskoe,1315.8,,,,
Well_45,Berezovskoe,1315.9,,,,
Well_45,Berezovskoe,1316.0,,,,
Well_45,Berezovskoe,1316.1,,,,
Well_45,Berezovskoe,1316.2,,,,
Well_45,Berezovskoe,1316.3,,,,
Well_45,Berezovskoe,1316.4,,,,
Well_45,Berezovskoe,1316.5,,,,
Well_45,Berezovskoe,1316.6,,,,
Well_45,Berezovskoe,1316.7,,,,
Well_45,Berezovskoe,1316.8,,,,
Well_45,Berezovskoe,1316.9,,,,
Well_45,Berezovskoe,1317.0,,,,
Well_45,Berezovskoe,1317.1,,,,
Well_45,Berezovskoe,1317.2,,,,
Well_45,Berezovskoe,1317.3,,,,
Well_45,Berezovskoe,1317.4,,,,
Well_45,Berezovskoe,1317.5,,,,
Well_45,Berezovskoe,1317.6,,,,
Well_45,Berezovskoe,1317.7,,,,
Well_45,Berezovskoe,1317.8,,,,
Well_45,Berezovskoe,1317.9,,,,
Well_45,Berezovskoe,1318.0,,,,
Well_45,Berezovskoe,1318.1,,,,
Well_45,Berezovskoe,1318.2,,,,
Well_45,Berezovskoe,1318.3,,,,
Well_45,Berezovskoe,1318.4,,,,
Well_45,Berezovskoe,1318.5,,,,
Well_45,Berezovskoe,1318.6,,,,
Well_45,Berezovskoe,1318.7,,,,
Well_45,Berezovskoe,1318.8,,,,
Well_45,Berezovskoe,1318.9,,,,
Well_45,Berezovskoe,1319.0,,,,
Well_45,Berezovskoe,1319.1,,,,
Well_45,Berezovskoe,1319.2,,,,
Well_45,Berezovskoe,1319.3,,,,
Well_45,Berezovskoe,1319.4,,,,
Well_45,Berezovskoe,1319.5,,,,
Well_45,Berezovskoe,1319.6,,,,
Well_45,Berezovskoe,1319.7,,,,
Well_45,Berezovskoe,1319.8,,,,
Well_45,Berezovskoe,1319.9,,,,
Well_45,Berezovskoe,1320.0,,,,
Well_45,Berezovskoe,1320.1,,,,
Well_45,Berezovskoe,1320.2,,,,
Well_45,Berezovskoe,1320.3,,,,
Well_45,Berezovskoe,1320.4,,,,
Well_45,Berezovskoe,1320.5,,,,
Well_45,Berezovskoe,1320.6,,,,
Well_45,Berezovskoe,1320.7,,,,
Well_45,Berezovskoe,1320.8,,,,
Well_45,Berezovskoe,1320.9,,,,
Well_45,Berezovskoe,1321.0,,,,
Well_45,Berezovskoe,1321.1,,,,
Well_45,Berezovskoe,1321.2,,,,
Well_45,Berezovskoe,1321.3,,,,
Well_45,Berezovskoe,1321.4,,,,
Well_45,Berezovskoe,1321.5,,,,
Well_45,Berezovskoe,1321.6,,,,
Well_45,Berezovskoe,1321.7,,,,
Well_45,Berezovskoe,1321.8,,,,
Well_45,Berezovskoe,1321.9,,,,
Well_45,Berezovskoe,1322.0,,,,
Well_45,Berezovskoe,1322.1,,,,
Well_45,Berezovskoe,1322.2,,,,
Well_45,Berezovskoe,1322.3,,,,
Well_45,Berezovskoe,1322.4,,,,
Well_45,Berezovskoe,1322.5,,,,
Well_45,Berezovskoe,1322.6,,,,
Well_45,Berezovskoe,1322.7,,,,
Well_45,Berezovskoe,1322.8,,,,
Well_45,Berezovskoe,1322.9,,,,
Well_45,Berezovskoe,1323.0,,,,
Well_45,Berezovskoe,1323.1,,,,
Well_45,Berezovskoe,1323.2,,,,
Well_45,Berezovskoe,1323.3,,,,
Well_45,Berezovskoe,1323.4,,,,
Well_45,Berezovskoe,1323.5,,,,
Well_45,Berezovskoe,1323.6,,,,
Well_45,Berezovskoe,1323.7,,,,
Well_45,Berezovskoe,1323.8,,,,
Well_45,Berezovskoe,1323.9,,,,
Well_45,Berezovskoe,1324.0,,,,
Well_45,Berezovskoe,1324.1,,,,
Well_45,Berezovskoe,1324.2,,,,
Well_45,Berezovskoe,1324.3,,,,
Well_45,Berezovskoe,1324.4,,,,
Well_45,Berezovskoe,1324.5,,,,
Well_45,Berezovskoe,1324.6,,,,
Well_45,Berezovskoe,1324.7,,,,
Well_45,Berezovskoe,1324.8,,,,
Well_45,Berezovskoe,1324.9,,,,
Well_45,Berezovskoe,1325.0,,,,
Well_45,Berezovskoe,1325.1,,,,
Well_45,Berezovskoe,1325.2,,,,
Well_45,Berezovskoe,1325.3,,,,
Well_45,Berezovskoe,1325.4,,,,
Well_45,Berezovskoe,1325.5,,,,
Well_45,Berezovskoe,1325.6,,,,
Well_45,Berezovskoe,1325.7,,,,
Well_45,Berezovskoe,1325.8,,,,
Well_45,Berezovskoe,1325.9,,,,
Well_45,Berezovskoe,1326.0,,,,
Well_45,Berezovskoe,1326.1,,,,
Well_45,Berezovskoe,1326.2,,,,
Well_45,Berezovskoe,1326.3,,,,
Well_45,Berezovskoe,1326.4,,,,
Well_45,Berezovskoe,1326.5,,,,
Well_45,Berezovskoe,1326.6,,,,
Well_45,Berezovskoe,1326.7,,,,
Well_45,Berezovskoe,1326.8,,,,
Well_45,Berezovskoe,1326.9,,,,
Well_45,Berezovskoe,1327.0,,,,
Well_45,Berezovskoe,1327.1,,,,
Well_45,Berezovskoe,1327.2,,,,
Well_45,Berezovskoe,1327.3,,,,
Well_45,Berezovskoe,1327.4,,,,
Well_45,Berezovskoe,1327.5,,,,
Well_45,Berezovskoe,1327.6,,,,
Well_45,Berezovskoe,1327.7,,,,
Well_45,Berezovskoe,1327.8,,,,
Well_45,Berezovskoe,1327.9,,,,
Well_45,Berezovskoe,1328.0,,,,
Well_45,Berezovskoe,1328.1,,,,
Well_45,Berezovskoe,1328.2,,,,
Well_45,Berezovskoe,1328.3,,,,
Well_45,Berezovskoe,1328.4,,,,
Well_45,Berezovskoe,1328.5,,,,
Well_45,Berezovskoe,1328.6,,,,
Well_45,Berezovskoe,1328.7,,,,
Well_45,Berezovskoe,1328.8,,,,
Well_45,Berezovskoe,1328.9,,,,
Well_45,Berezovskoe,1329.0,,,,
Well_45,Berezovskoe,1329.1,,,,
Well_45,Berezovskoe,1329.2,,,,
Well_45,Berezovskoe,1329.3,,,,
Well_45,Berezovskoe,1329.4,,,,
Well_45,Berezovskoe,1329.5,,,,
Well_45,Berezovskoe,1329.6,,,,
Well_45,Berezovskoe,1329.7,,,,
Well_45,Berezovskoe,1329.8,,,,
Well_45,Berezovskoe,1329.9,,,,
Well_45,Berezovskoe,1330.0,,,,
Well_45,Berezovskoe,1330.1,,,,
Well_45,Berezovskoe,1330.2,,,,
Well_45,Berezovskoe,1330.3,,,,
Well_45,Berezovskoe,1330.4,,,,
Well_45,Berezovskoe,1330.5,,,,
Well_45,Berezovskoe,1330.6,,,,
Well_45,Berezovskoe,1330.7,,,,
Well_45,Berezovskoe,1330.8,,,,
Well_45,Berezovskoe,1330.9,,,,
Well_45,Berezovskoe,1331.0,,,,
Well_45,Berezovskoe,1331.1,,,,
Well_45,Berezovskoe,1331.2,,,,
Well_45,Berezovskoe,1331.3,,,,
Well_45,Berezovskoe,1331.4,,,,
Well_45,Berezovskoe,1331.5,,,,
Well_45,Berezovskoe,1331.6,,,,
Well_45,Berezovskoe,1331.7,,,,
Well_45,Berezovskoe,1331.8,,,,
Well_45,Berezovskoe,1331.9,,,,
Well_45,Berezovskoe,1332.0,,,,
Well_45,Berezovskoe,1332.1,,,,
Well_45,Berezovskoe,1332.2,,,,
Well_45,Berezovskoe,1332.3,,,,
Well_45,Berezovskoe,1332.4,,,,
Well_45,Berezovskoe,1332.5,,,,
Well_45,Berezovskoe,1332.6,,,,
Well_45,Berezovskoe,1332.7,,,,
Well_45,Berezovskoe,1332.8,,,,
Well_45,Berezovskoe,1332.9,,,,
Well_45,Berezovskoe,1333.0,,,,
Well_45,Berezovskoe,1333.1,,,,
Well_45,Berezovskoe,1333.2,,,,
Well_45,Berezovskoe,1333.3,,,,
Well_45,Berezovskoe,1333.4,,,,
Well_45,Berezovskoe,1333.5,,,,
Well_45,Berezovskoe,1333.6,,,,
Well_45,Berezovskoe,1333.7,,,,
Well_45,Berezovskoe,1333.8,,,,
Well_45,Berezovskoe,1333.9,,,,
Well_45,Berezovskoe,1334.0,,,,
Well_45,Berezovskoe,1334.1,,,,
Well_45,Berezovskoe,1334.2,,,,
Well_45,Berezovskoe,1334.3,,,,
Well_45,Berezovskoe,1334.4,,,,
Well_45,Berezovskoe,1334.5,,,,
Well_45,Berezovskoe,1334.6,,,,
Well_45,Berezovskoe,1334.7,,,,
Well_45,Berezovskoe,1334.8,,,,
Well_45,Berezovskoe,1334.9,,,,
Well_45,Berezovskoe,1335.0,,,,
Well_45,Berezovskoe,1335.1,,,,
Well_45,Berezovskoe,1335.2,,,,
Well_45,Berezovskoe,1335.3,,,,
Well_45,Berezovskoe,1335.4,,,,
Well_45,Berezovskoe,1335.5,,,,
Well_45,Berezovskoe,1335.6,,,,
Well_45,Berezovskoe,1335.7,,,,
Well_45,Berezovskoe,1335.8,,,,
Well_45,Berezovskoe,1335.9,,,,
Well_45,Berezovskoe,1336.0,,,,
Well_45,Berezovskoe,1336.1,,,,
Well_45,Berezovskoe,1336.2,,,,
Well_45,Berezovskoe,1336.3,,,,
Well_45,Berezovskoe,1336.4,,,,
Well_45,Berezovskoe,1336.5,,,,
Well_45,Berezovskoe,1336.6,,,,
Well_45,Berezovskoe,1336.7,,,,
Well_45,Berezovskoe,1336.8,,,,
Well_45,Berezovskoe,1336.9,,,,
Well_45,Berezovskoe,1337.0,,,,
Well_45,Berezovskoe,1337.1,,,,
Well_45,Berezovskoe,1337.2,,,,
Well_45,Berezovskoe,1337.3,,,,
Well_45,Berezovskoe,1337.4,,,,
Well_45,Berezovskoe,1337.5,,,,
Well_45,Berezovskoe,1337.6,,,,
Well_45,Berezovskoe,1337.7,,,,
Well_45,Berezovskoe,1337.8,,,,
Well_45,Berezovskoe,1337.9,,,,
